"shared name","IDs_2","cor_2"," pval_2","Extract","p.value.corrected","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17"
"273","717.309 685 1 (ID: 670)","-0.0727347257076681","0.804829915634862","3.193561e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","5.354076e-03","3.000658e-04","5.166110e-05","1.845665e-11"
"274","717.346 1088 1 (ID: 608)","0.095294900662664","0.745895824023943","2.361227e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","9.810606e-07","3.209307e-11","1.307383e-03","4.238020e-03","5.485235e-05","3.449326e-06","1.059087e-05","1.005448e-05","1.845665e-11"
"275","717.346 1382 1 (ID: 1187)","-0.0591168460964762","0.840897079337373","5.270931e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.369650e-03","3.689617e-05","1.089981e-06","2.981473e-11","3.132689e-11","7.290872e-07","2.546485e-11","2.382878e-11","1.845665e-11"
"276","719.288 646 1 (ID: 112)","-0.0680368045568236","0.817235310420195","1.272982e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","8.343537e-05","1.634314e-02","1.591475e-03","1.640684e-04","3.433400e-05"
"277","719.288 459 1 (ID: 127)","-0.203187281689638","0.485992080775432","1.339594e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.007866e-04","6.047506e-06","1.510916e-06","1.844761e-03","2.002388e-03","2.243613e-03","5.205212e-04"
"278","719.339 1265 1 (ID: 506)","-0.0882457630186956","0.764187591524689","1.033462e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.661123e-04","9.533841e-05","2.246734e-03","4.161179e-05","3.132689e-11","7.797789e-07","3.850104e-06","7.878696e-07","1.372235e-06"
"279","719.339 1508 1 (ID: 1193)","-0.196668595086974","0.500382365339107","2.314966e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","1.051381e-02","5.630831e-03","2.537904e-05","2.168241e-05","5.471750e-06","3.132689e-11","4.869817e-06","1.064550e-05","1.162346e-05","1.845665e-11"
"280","719.361 1410 1 (ID: 1174)","-0.0605727354444588","0.837026014946041","9.856041e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.554884e-03","5.292042e-05","3.621885e-11","7.869590e-07","3.132689e-11","2.945770e-11","3.885663e-06","1.777265e-06","1.845665e-11"
"281","720.302 770 1 (ID: 145)","-0.0910997425609649","0.756767471973825","4.573534e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","9.544267e-07","8.512537e-05","1.382375e-06","2.052690e-02","1.220375e-03"
"282","720.302 653 1 (ID: 862)","-0.164297564965019","0.574615030339023","2.911550e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","8.265922e-06","5.832982e-06","7.403042e-05","1.460423e-02","6.060459e-05"
"283","721.282 991 1 (ID: 610)","0.143504909629524","0.624536474711434","9.960909e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.365418e-03","3.846816e-05","1.755270e-06","2.352924e-06","2.382878e-11","5.066822e-07"
"284","721.303 752 1 (ID: 296)","-0.159141490184284","0.586840394187344","2.242419e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.896962e-06","2.981473e-11","1.928295e-04","2.734253e-03","3.404952e-04","5.514243e-02","5.763320e-04"
"285","721.303 945 1 (ID: 159)","0.908610221802209","6.8907841720912e-06","5.589523e-03","0.00404489030901753","1.729972e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.753106e-04","1.127962e-05","1.244456e-02","3.856424e-04","4.775212e-04","2.654688e-04","2.876580e-05"
"286","721.318 1307 1 (ID: 63)","-0.0953742531981137","0.745690600083879","4.653503e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","2.617546e-02","1.673424e-02","6.442333e-04","2.280177e-04","1.162963e-04","2.193432e-04","3.282004e-04","2.015227e-04","1.617638e-04"
"287","721.319 1384 1 (ID: 227)","-0.0938721795170537","0.749577954770243","8.952404e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","6.257235e-03","1.320546e-03","8.580217e-07","2.981473e-11","3.132689e-11","3.994774e-06","1.805446e-05","2.067877e-05","4.713996e-07"
"288","722.315 756 1 (ID: 122)","-0.160192900547644","0.584338961566694","3.953026e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.434827e-05","3.266930e-03","3.005303e-04","1.395180e-02","1.392858e-03"
"289","722.315 856 1 (ID: 796)","-0.135731778867684","0.643605686114105","1.353548e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","8.506304e-07","5.979315e-04","1.083448e-02","3.412953e-04","3.756986e-05"
"290","722.315 651 1 (ID: 129)","-0.00234249000358012","0.993658864350072","1.818352e-04","1","1.544246e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","9.470961e-04","9.449475e-03","1.965268e-03","7.188638e-03"
"291","722.315 462 1 (ID: 1021)","0.228966049784459","0.431056787209203","1.741540e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","9.405275e-06","4.383142e-03"
"292","723.299 822 1 (ID: 13)","0.826561327128754","0.000267447433097189","3.468815e-02","0.15699164322805","1.233958e-02","6.703903e-04","1.818077e-03","3.705776e-03","2.902793e-05","2.018177e-04","7.080661e-03","1.399888e-02","4.766481e-02","1.268152e-02","1.491911e-02","1.327098e-02","3.343495e-03"
"293","723.299 975 1 (ID: 26)","0.231853700920996","0.425105874411579","2.436302e-03","1","6.464336e-10","3.294840e-06","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","6.002968e-05","1.781942e-02","2.138298e-03","1.751745e-03","2.717877e-04","1.769631e-05","7.008522e-05"
"294","723.299 1123 1 (ID: 8)","-0.0610270335405113","0.835818779008962","1.235754e-02","1","1.997544e-04","1.221705e-10","8.650469e-10","3.423586e-10","5.373750e-03","3.876084e-02","9.562414e-04","2.778181e-03","2.261017e-04","5.473832e-04","1.164530e-03","8.482528e-04","1.691332e-04"
"295","723.299 788 1 (ID: 41)","-0.0428327660310618","0.884404128493706","6.790650e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","7.668449e-07","8.598888e-05","1.047466e-03","8.724301e-04","2.453453e-03","1.880068e-03","4.701717e-03","1.845665e-11"
"296","723.299 1226 1 (ID: 236)","-0.0795961608534671","0.786788679482309","3.455990e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","5.545908e-03","1.308714e-03","4.204942e-05","1.987670e-06","2.729691e-05","1.918943e-05","2.686920e-05","3.427558e-06","7.503053e-06"
"297","723.299 1092 1 (ID: 211)","-0.100152352078517","0.733362659471241","2.179999e-03","1","5.136905e-05","1.221705e-10","8.650469e-10","3.423586e-10","1.741681e-05","1.339349e-02","3.725953e-03","2.111972e-03","2.321423e-04","2.987477e-04","1.810256e-04","1.356459e-04","1.360639e-05"
"298","725.317 1150 1 (ID: 47)","-0.0772340999221159","0.792988654541037","1.852493e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","4.025674e-04","5.910930e-02","1.039620e-03","1.373643e-04","1.055467e-04","1.120015e-04","7.878123e-06","3.057973e-05"
"299","725.339 774 1 (ID: 165)","0.909308179795676","6.59120964802321e-06","1.924529e-03","0.00386904006338962","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","5.967867e-05","2.981473e-11","4.505750e-03","9.702689e-05","1.951350e-04","2.541317e-05","5.345693e-06"
"300","727.292 1317 1 (ID: 526)","0.0478422483013809","0.870982240653816","8.022596e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.982314e-05","2.501867e-06","1.064850e-03","1.561502e-03","7.294297e-06","2.945770e-11","1.020416e-06","2.382878e-11","1.003245e-06"
"301","727.307 997 1 (ID: 545)","0.157392310651029","0.591011415997354","2.383994e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.673274e-06","3.621885e-11","3.667274e-03","1.767892e-04","1.681012e-05","2.103761e-05","2.382878e-11","2.641241e-06"
"302","727.329 1086 1 (ID: 556)","0.111604494339318","0.704061960621739","3.714572e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","7.587663e-06","1.131719e-03","5.952571e-06","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"303","728.328 712 1 (ID: 341)","-0.15236976344456","0.603053149847735","3.602476e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.508315e-02","4.013719e-03","4.279179e-05"
"304","729.349 1288 1 (ID: 426)","-0.109693301789303","0.708926562443679","5.877463e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.411454e-04","1.478756e-03","1.022081e-05","3.132689e-11","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"305","730.340 669 1 (ID: 130)","-0.123788761901316","0.673302556677241","2.420947e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.338580e-04","1.066744e-02","1.373930e-03","1.133564e-03"
"306","730.340 898 1 (ID: 38)","0.631355547323828","0.0154529841765703","8.712455e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.570275e-05","2.981473e-11","2.028877e-03","1.320690e-03","1.459511e-03","4.027783e-05","2.187349e-05"
"307","730.340 771 1 (ID: 748)","-0.180841940618968","0.536115490657072","1.769443e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","8.644639e-05","1.060780e-03","3.498670e-04","1.423255e-05"
"308","731.325 1041 1 (ID: 61)","-0.022189792368277","0.939980804382731","4.997481e-03","1","5.096762e-05","1.221705e-10","2.377894e-05","3.423586e-10","3.672463e-11","3.435709e-04","4.987808e-02","1.397846e-02","6.778812e-04","2.432311e-04","2.514286e-04","1.994497e-04","1.422877e-04"
"309","731.326 1114 1 (ID: 471)","-0.0774974764529571","0.792296769398986","1.472268e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.459427e-04","2.480238e-03","6.628934e-05","8.119220e-07","1.790573e-06","4.131736e-06","2.382878e-11","1.460775e-06"
"310","731.348 677 1 (ID: 782)","-0.10595612914781","0.718468582034813","8.649570e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","5.139066e-05","4.356527e-03","1.369577e-04","4.977645e-04"
"311","732.358 575 1 (ID: 768)","-0.134082731681117","0.647677998976095","7.909392e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","6.116221e-03","3.122681e-04","2.524132e-05"
"312","733.318 1435 1 (ID: 1157)","-0.0581662410555471","0.843426453208616","7.502354e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","1.800976e-05","2.264619e-03","2.835263e-06","3.621885e-11","1.728377e-06","3.132689e-11","2.945770e-11","2.546485e-11","6.835941e-07","1.845665e-11"
"313","734.354 1058 1 (ID: 716)","-0.08745790505609","0.76623930532353","1.694203e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","7.734069e-07","4.017154e-03","5.610589e-04","1.662704e-05","2.345291e-06"
"314","735.332 1531 1 (ID: 103)","-0.188153763310327","0.519469537704479","1.745993e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","1.682983e-01","1.170873e-02","3.707850e-04","3.050554e-04","1.792021e-04","6.994651e-05","1.274959e-04","1.771942e-04","1.598511e-04","6.633377e-05"
"315","736.297 699 1 (ID: 870)","-0.162100578310868","0.579811411365223","2.156181e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.822786e-06","6.828902e-05","1.009652e-04","9.115636e-02","8.299963e-04"
"316","736.297 496 1 (ID: 957)","0.233151636420245","0.422444720967645","3.535073e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","6.956565e-07","7.001917e-06","3.523019e-04","6.416210e-02"
"317","736.298 722 1 (ID: 59)","-0.0632898146600424","0.829810794383878","3.191719e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","1.401763e-05","7.650315e-05","5.733974e-05","1.097998e-02","9.996140e-04"
"318","736.330 777 1 (ID: 325)","0.0236180646049142","0.936124560749772","7.523496e-06","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","4.403727e-06","2.692051e-05","1.129455e-03","5.851063e-05","8.508051e-04"
"319","737.280 672 1 (ID: 912)","-0.163629420567955","0.576193319383085","3.046633e-05","1","1.486112e-05","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","9.109762e-07","2.981473e-11","2.334933e-05","2.945770e-11","2.546485e-11","3.565264e-03","5.540486e-07"
"320","737.280 859 1 (ID: 649)","-0.0775597136917797","0.792133294089102","2.103627e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.131743e-03","1.460357e-05","6.519885e-07","1.845665e-11"
"321","737.295 495 1 (ID: 185)","0.232576160882809","0.423623569169186","1.377610e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","1.232675e-06","5.142912e-05","2.680342e-02"
"322","737.302 578 1 (ID: 725)","-0.0697757038604823","0.812638756995255","5.071873e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","4.689085e-06","1.032536e-02","2.296795e-04","1.235678e-04","7.888713e-05"
"323","737.310 963 1 (ID: 83)","0.635176549789928","0.0146554853332627","7.914469e-03","1","3.512471e-04","1.221705e-10","8.650469e-10","1.914020e-05","3.672463e-11","1.864897e-06","2.598748e-04","2.064135e-02","1.313244e-02","8.356755e-04","1.061958e-03","3.769562e-04","2.098879e-04"
"324","737.310 1000 1 (ID: 559)","0.160975301358559","0.582480337701454","6.018936e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.812603e-04","6.661995e-03","3.020229e-04","2.574739e-06","1.718472e-05","6.541595e-06","2.338062e-06"
"325","737.310 1103 1 (ID: 537)","0.129170532010668","0.659862668126364","1.824644e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.988925e-04","3.531183e-03","1.088873e-04","4.614381e-06","1.635627e-05","1.953315e-06","5.443491e-07"
"326","737.312 1290 1 (ID: 109)","-0.0365998738560896","0.90114384028927","8.440538e-03","1","2.039706e-05","1.221705e-10","8.650469e-10","3.423586e-10","5.009532e-02","7.633791e-03","1.025354e-03","6.332430e-04","3.438402e-04","4.170355e-04","7.441474e-04","3.834487e-04","2.396480e-04"
"327","738.302 496 1 (ID: 979)","0.228872326367712","0.431250633496435","3.806379e-04","1","5.415667e-05","2.467886e-05","6.901910e-05","3.575023e-05","3.317322e-06","1.321736e-06","3.136783e-06","5.479066e-06","7.381621e-06","2.945770e-11","1.824835e-06","2.404165e-05","7.378726e-03"
"328","739.294 880 1 (ID: 285)","0.0203495147499104","0.944951228069147","3.574257e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.453222e-05","2.534391e-03","1.474134e-04","4.460328e-03","9.948722e-05","1.640891e-05","9.809603e-06"
"329","739.319 785 1 (ID: 101)","0.850738698012369","0.000114829644180468","2.977725e-03","0.0674050011339347","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.077372e-04","7.278090e-07","6.900418e-03","2.780933e-03","4.648399e-04","1.436248e-04","3.751822e-05"
"330","739.319 679 1 (ID: 723)","-0.0763297992508707","0.795365310123469","1.726347e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","2.454596e-05","3.392318e-03","3.383922e-04","6.184558e-05","3.584408e-06"
"331","739.319 593 1 (ID: 91)","0.889282451277205","2.08667767216834e-05","3.646139e-03","0.0122487979356282","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.263871e-04","1.062980e-06","7.976784e-03","2.612848e-04","5.457982e-04","1.277091e-03","7.018852e-05"
"332","741.290 1215 1 (ID: 98)","-0.0917499244314666","0.75507974760711","3.591096e-03","1","3.547783e-05","1.221705e-10","8.650469e-10","3.423586e-10","2.133957e-06","1.346711e-02","3.335860e-03","2.981473e-11","3.132689e-11","1.612527e-04","2.352505e-04","4.753821e-05","9.896731e-05"
"333","741.313 1178 1 (ID: 77)","0.173719226508645","0.552551273942452","1.330625e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","7.191189e-05","2.462638e-02","1.768562e-03","1.635243e-04","1.201278e-04","1.748766e-05","2.095547e-05"
"334","741.313 1074 1 (ID: 298)","0.0256674014611559","0.930593775384134","8.028262e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","4.962204e-05","1.686084e-04","9.462743e-04","6.948748e-03","2.108287e-03","1.586830e-04","5.880960e-06"
"335","741.313 1445 1 (ID: 44)","-0.126656528844215","0.666129309711845","3.054728e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","1.504922e-02","2.026997e-02","5.742453e-04","7.970124e-05","1.363334e-04","2.096836e-04","1.271053e-04","4.736176e-05"
"336","742.344 845 1 (ID: 300)","-0.143067133545293","0.625604788922158","4.575651e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.700614e-03","1.271737e-03","1.359286e-05","1.845665e-11"
"337","743.300 1073 1 (ID: 565)","0.0911980769623764","0.756512153332858","9.506831e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","7.686142e-04","1.517199e-03","4.863777e-05","2.945770e-11","2.546485e-11","2.382878e-11","1.845665e-11"
"338","743.323 1107 1 (ID: 88)","-0.0691595252293453","0.814266911023512","8.345961e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","6.122250e-05","1.854507e-02","1.236576e-03","1.963345e-05","4.807715e-05","5.883451e-05","3.560646e-06","1.824253e-05"
"339","744.319 680 1 (ID: 918)","-0.161854771592454","0.58039398908573","1.355450e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","8.571759e-07","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","3.195073e-05","2.517581e-05","7.303589e-03","1.526777e-04"
"340","744.320 606 1 (ID: 856)","-0.165195352106611","0.572497083009586","1.805165e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.791733e-06","1.104146e-05","1.014129e-02","2.227244e-05"
"341","744.320 537 1 (ID: 980)","0.232079071769452","0.424643188330807","7.657533e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","6.954891e-06","8.830002e-06","4.517633e-05","1.513552e-02"
"342","745.318 1332 1 (ID: 135)","-0.112637093336459","0.701438019877563","1.087148e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.085714e-06","8.158479e-03","3.816634e-04","4.489092e-05","8.926202e-06","2.818255e-05","4.639807e-05","8.602521e-06","1.330661e-05"
"343","747.259 672 1 (ID: 686)","-0.0674888805750166","0.818684814994241","2.484628e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","4.303587e-03","7.985845e-05","2.175255e-05","1.845665e-11"
"344","747.282 617 1 (ID: 329)","-0.216808474448838","0.456564769649899","7.120879e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","1.262573e-04","2.663210e-03","2.447660e-03","1.229910e-05"
"345","747.321 681 1 (ID: 704)","-0.0774340251897265","0.792463441689673","7.421910e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","5.556096e-06","3.209307e-11","3.479283e-05","3.149696e-05","1.761877e-06","1.292462e-03","1.035644e-04","2.316598e-05","6.173412e-07"
"346","747.321 773 1 (ID: 134)","0.909063037437745","6.69518444994103e-06","1.478502e-03","0.00393007327211538","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.102412e-04","2.981473e-11","3.386311e-03","1.068537e-04","1.467552e-04","1.405729e-05","2.413869e-06"
"347","748.333 938 1 (ID: 104)","-0.137174391906053","0.640050764400225","1.240471e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","9.481758e-07","6.997308e-07","1.313776e-04","1.825597e-04","3.061300e-04","6.134492e-04","8.679734e-02","7.054107e-03","1.266083e-04"
"348","748.349 420 1 (ID: 857)","-0.163965300607563","0.575399682288761","7.775407e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","7.388805e-07","3.132689e-11","2.945770e-11","2.546485e-11","4.195318e-03","2.621470e-05"
"349","749.340 1230 1 (ID: 183)","0.122787730025808","0.675812600089476","1.843212e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","8.246475e-05","3.910738e-02","5.469101e-04","1.724242e-04","2.216878e-04","3.477961e-05","3.691371e-05"
"350","750.348 1040 1 (ID: 39)","-0.145506490065537","0.619660728367563","2.146104e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","1.223566e-04","2.123357e-06","2.258772e-04","1.137656e-01","1.602909e-02","1.625094e-03"
"351","750.348 906 1 (ID: 114)","-0.172659472842887","0.555014866645447","2.849054e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","9.959171e-06","2.682940e-05","1.660360e-05","8.548021e-03","8.357686e-02","6.615286e-04"
"352","750.349 1005 1 (ID: 326)","-0.17705878888124","0.544818505631479","1.149816e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","9.560423e-05","1.817575e-04","1.634069e-03","1.067342e-02","2.426123e-04"
"353","751.328 1187 1 (ID: 62)","-0.111440958194113","0.70447780455763","1.620653e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","7.441383e-03","1.868308e-02","2.270974e-04","1.269796e-04","1.703175e-04","1.429102e-04","1.892273e-05","9.749791e-05"
"354","751.328 1251 1 (ID: 424)","-0.0812748268452674","0.782389595140838","1.084227e-03","1","6.464336e-10","1.221705e-10","2.126845e-05","3.423586e-10","3.672463e-11","1.087641e-03","2.475550e-02","2.921014e-04","5.467909e-05","7.226295e-05","1.405679e-04","1.126697e-04","3.359077e-05"
"355","751.328 1376 1 (ID: 117)","-0.149422327677241","0.610163993282282","1.753205e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.718966e-03","1.274350e-03","3.082777e-03","4.789114e-06","3.198238e-06","2.945770e-11","5.470972e-06","2.129839e-06","6.377292e-07"
"356","751.328 1286 1 (ID: 440)","-0.100603868380622","0.732200738865975","2.309719e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","9.218352e-04","4.697197e-03","9.576640e-05","9.930684e-06","1.003006e-05","3.180134e-05","1.213743e-05","8.392153e-06"
"357","753.332 773 1 (ID: 625)","0.901897080496688","1.03869211858024e-05","6.547871e-04","0.00609712273606601","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","1.655447e-05","2.981473e-11","1.523736e-03","7.283040e-05","1.628757e-04","3.635569e-05","1.848614e-06"
"358","753.347 1487 1 (ID: 1132)","-0.055713680747442","0.849958664205806","4.003825e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","9.812382e-03","5.659711e-05","3.802798e-05","1.200491e-05","1.308247e-06","5.223092e-06","1.807083e-05","1.529533e-05","3.156231e-06"
"359","756.302 527 1 (ID: 931)","0.230688185983501","0.427502750645692","5.970057e-05","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.741938e-06","5.608271e-07","1.319919e-03"
"360","757.285 870 1 (ID: 223)","0.905195786538979","8.52218951806114e-06","4.398517e-03","0.00500252524710189","1.268742e-04","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","2.635683e-04","1.751409e-05","7.985163e-03","4.966390e-04","5.041445e-04","1.411215e-04","1.313400e-04"
"361","757.285 1197 1 (ID: 71)","-0.115734583547515","0.693585611006682","3.695866e-03","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","1.198985e-04","1.420115e-02","1.048229e-02","2.227249e-04","6.171253e-05","1.675119e-04","3.291405e-04","2.598355e-04","8.148291e-05"
"362","758.302 594 1 (ID: 939)","0.230387373629472","0.428122477326321","7.267861e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","1.824947e-05","2.945770e-11","2.546485e-11","1.424490e-04","1.632208e-02"
"363","758.334 639 1 (ID: 938)","0.228430047920462","0.432165981260434","1.348401e-04","1","6.464336e-10","1.221705e-10","8.650469e-10","3.423586e-10","3.672463e-11","3.209307e-11","3.621885e-11","2.981473e-11","3.132689e-11","2.945770e-11","2.546485e-11","4.984117e-06","3.584273e-03"
